id,comment,territory
262,"A coleta de lixo aqui dentro não funciona direito e o povo acaba jogando os sacos nas encostas ou perto de na Travessa do Sol, área residencial,. no final da tarde de quinta acumulou tanta sujeira que tampou a passagem do beco. minha filha mais nova se preocupa com as doenças, o valão tá transbordando e ninguém limpa essa imundície. Nem o Parque da Cidade escapa desse abandono generalizado que tomou conta do nosso bairro.",comunidade
263,"Os poucos espaços públicos da comunidade foram tomados pelo lixo e pelo abandono. Perto de próximo ao pequeno comércio da subida,, onde os moradores podiam se reunir, virou ponto de descarte de entulho porque a prefeitura não limpa. meu vizinho da frente, o Seu Jorge, reclama que falta uma área verde estruturada pras famílias conviverem em paz.",comunidade
264,"A gente vive com medo de sair de casa à noite. Aqui perto de perto do Planetário da Gávea,, os assaltos são constantes e violentos. no meio da semana passada teve correria perto do ponto de ônibus. É um trauma pro uma vizinha nossa, a Dona Maria, e pra todo mundo que mora aqui no asfalto. Cadê o Segurança Presente que tanto prometeram?",asfalto
265,"O custo de moradia na Gávea virou uma loucura completa e inacessível. Os aluguéis tão num valor abusivo por causa da especulação imobiliária. meu marido voltando do trabalho mora aqui há mais de dez anos perto de na Rua Vice-Governador Rubens Berardo, e agora tá sendo obrigado a se mudar porque não aguenta mais pagar tão caro por um espaço pequeno. E pra piorar tudo, as calçadas tão todas quebradas, um perigo de queda pros idosos.",asfalto
266,"Aqui nas vielas a segurança pública é quase nenhuma, só lembram da gente pra fazer operação violenta. no beco que dá acesso à quadra de esporte, tá perigoso de andar de noite por falta de luz nos postes. meu filho adolescente já ouviu relato de assalto nos becos escuros. Queremos paz e policiamento comunitário de verdade.",comunidade
267,"Prometeram regularização fundiária pra nossa comunidade há anos, disseram que a gente ia ter o documento da casa própria, mas ficou só na promessa vazia. minha mãe idosa investiu o dinheiro da vida toda construindo sua moradia perto de nas vielas apertadas perto do CIEP, e vive com a insegurança de ser despejado.",favela
268,"Falta planejamento e manutenção da infraestrutura urbana na Gávea. No entorno de nos arredores da Praça Santos Dumont, no Baixo Gávea,, as calçadas são estreitas, quebradas e cheias de obstáculos, fora a fiação aérea pesada que parece que vai cair. uma senhora de idade que mora aqui perto que anda por aqui todo dia vê o completo abandono do asfalto. E a iluminação dos postes sumiu nessa parte, virando um breu danado propício pra assaltos.",asfalto
269,"Não dá mais pra aguentar a falta de segurança. anteontem, um rapaz que estuda na PUC foi abordado por dois caras de moto bem na Rua Engenheiro Álvaro Niemeyer,. Levaram o celular e a carteira, deixando todo mundo assustado. A polícia sumiu da região, ficamos desprotegidos. É uma revolta ver o bairro abandonado assim, parece que a prefeitura esqueceu da gente.",alto da gávea
270,"A iluminação pública tá uma vergonha nessa área residencial. na calçada da Rua Artur Araripe, tá com várias lâmpadas queimadas nos postes há semanas, deixando a rua num breu completo. um morador antigo aqui do beco tem medo de voltar do trabalho de noite. É um perigo danado, a Rioluz precisa fazer a manutenção urgente.",asfalto
271,"Um absurdo a truculência nas abordagens policiais aqui na comunidade. em plena luz do dia ontem, minha irmã com o carrinho de bebê foi parado voltando do serviço bem na localidade conhecida como Grota, e os policiais já chegaram esculachando, tratando como suspeito. A gente quer segurança, mas quer respeito também, porque trabalhador não é bandido. Desse jeito o posto de saúde vai continuar lotado de gente doente com infecção.",favela
272,"O entorno do CIEP tá largado ao abandonono total. na subida da passarela de acesso,, o mato tá alto atraindo bicho e falta iluminação na passarela de acesso dos alunos. eu mesmo com pressa pro serviço morador antigo diz que de noite o lugar fica perigoso demais, propício pra assalto. Precisamos de melhorias e segurança pra comunidade escolar.",favela
273,"O esgoto correndo a céu aberto aqui na comunidade é uma humilhação diária. logo cedo na segunda-feira o cano estourou bem perto do ponto final das vans lá em cima, e tá aquela lama podre passando na porta de casa. um grupo de estudantes daqui tá limpando tudo sozinho porque a prefeitura não manda ninguém da Cedae ou da Comlurb. Rato e barata tomando conta de tudo.",favela
274,"A mobilidade urbana na Gávea tá caótica por causa do trânsito intenso e do estacionamento irregular de veículos. na Rua Marquês de São Vicente, bem perto da PUC,, os carros param em cima das calçadas e bloqueiam tudo, obrigando o pedestre a andar no meio da rua. minha filha mais nova que anda com idoso sofre demais com isso. Fora o transporte público que demora horas pra passar e nos deixa mofando no ponto com medo.",asfalto
275,"Morar perto do valão é um sofrimento sem fim que ninguém merece. no Beco do Rato, na parte mais alta,, o cheiro é de morte o dia todo e quando chove a água podre invade os beco e entra nas casas. meu vizinho da frente, o Seu Jorge, perdeu os móveis na última enchente. Precisamos de saneamento básico, saneamento é dignidade humana!",favela
276,"Falta saneamento básico e vergonha na cara das autoridades. na Viela da Paz, subindo as escadas, tá cheio de esgoto vazando direto e as crianças brincam do lado da sujeira. uma vizinha nossa, a Dona Maria, tá com o filho internado no posto com infecção por causa disso. É desumano viver desse jeito sem rede de esgoto adequada nas vielas.",favela
277,"As calçadas aqui da Gávea tão completamente detonadas, cheias de buracos e pedras soltas. ontem de noite, meu marido voltando do trabalho tropeçou e quase caiu feio bem na calçada da Rua Artur Araripe,. As raízes das árvores estouraram o concreto e ninguém conserta. Idosos sofrem demais pra caminhar por aqui, cadê a conservação? A prefeitura diz na televisão que faz obra mas a verdade é que o descaso continua igual por aqui.",asfalto
278,"Na comunidade a gente sofre quando alguém passa mal. na semana passada, meu filho adolescente teve uma crise forte e a ambulância do Samu se recusou a subir na localidade conhecida como Grota, alegando falta de segurança. Tivemos que carregar ele no braço até o asfalto. O posto de saúde também nunca tem remédio básico.",favela
279,"Um absurdo a truculência nas abordagens policiais aqui na comunidade. na última terça-feira, minha mãe idosa foi parado voltando do serviço bem na subida da passarela de acesso, e os policiais já chegaram esculachando, tratando como suspeito. A gente quer segurança, mas quer respeito também, porque trabalhador não é bandido.",favela
280,"A especulação imobiliária tá destruindo a identidade do bairro residencial. Estão derrubando casas históricas perto de no cruzamento principal perto do posto de combustível, pra construir prédios enormes de luxo. uma senhora de idade que mora aqui perto acha um absurdo essa verticalização sem planejamento, que sobrecarrega o esgoto, a água e o trânsito local. É uma falta de respeito tremenda com quem paga imposto caro todo mês e não vê retorno.",asfalto
281,"O risco de deslizamento de barreira tira o sono de qualquer morador. Toda vez que começa a chover forte, um rapaz que estuda na PUC fica acordado a noite toda vigiando a encosta perto de nas vielas apertadas perto do CIEP,. A Geo-Rio precisa fazer uma obra de contenção de encostas urgente ali antes que aconteça uma tragédia.",favela
282,"A coleta de lixo aqui dentro não funciona direito e o povo acaba jogando os sacos nas encostas ou perto de perto da associação de moradores,. no último sábado de madrugada acumulou tanta sujeira que tampou a passagem do beco. um morador antigo aqui do beco se preocupa com as doenças, o valão tá transbordando e ninguém limpa essa imundície.",comunidade
283,"Nossos jovens tão sem perspectiva porque as escolas públicas da comunidade tão abandonadas. Falta professor de matemática e inglês direto. em plena luz do dia ontem o filho de minha irmã com o carrinho de bebê ficou sem aula e voltou pra casa cedo. Sem educação de qualidade, como que as crianças da favela vão vencer na vida? Até a escola da garotada fica prejudicada com essa buraqueira toda que impede o acesso.",favela
284,"Falta planejamento e manutenção da infraestrutura urbana na Gávea. No entorno de na calçada da Rua Artur Araripe,, as calçadas são estreitas, quebradas e cheias de obstáculos, fora a fiação aérea pesada que parece que vai cair. eu mesmo com pressa pro serviço que anda por aqui todo dia vê o completo abandono do asfalto.",asfalto
285,"O risco de deslizamento de barreira tira o sono de qualquer morador. Toda vez que começa a chover forte, um grupo de estudantes daqui fica acordado a noite toda vigiando a encosta perto de na localidade conhecida como Grota,. A Geo-Rio precisa fazer uma obra de contenção de encostas urgente ali antes que aconteça uma tragédia.",favela
286,"Na comunidade a gente sofre quando alguém passa mal. no final da tarde de quinta, minha filha mais nova teve uma crise forte e a ambulância do Samu se recusou a subir na área baixa perto do canal, alegando falta de segurança. Tivemos que carregar ele no braço até o asfalto. O posto de saúde também nunca tem remédio básico. Nem o Parque da Cidade escapa desse abandono generalizado que tomou conta do nosso bairro.",comunidade
287,"A mobilidade pra quem mora no alto da comunidade é péssima. Não tem linha de ônibus integrada que funcione de verdade. meu vizinho da frente, o Seu Jorge, que trabalha até tarde gasta uma fortuna com mototáxi pra conseguir chegar em casa perto do ponto final das vans lá em cima, com segurança. Um absurdo essa falta de opção.",favela
288,"Minha reclamação é sobre a dificuldade de conseguir atendimento de emergência na área. no meio da semana passada precisamos de socorro urgente pra uma vizinha nossa, a Dona Maria,, mas a ambulância demorou horas pra chegar aqui na Rua Marquês de São Vicente, bem perto da PUC,. O posto de saúde vive superlotado e sem médicos suficientes pra a demanda absurda.",asfalto
289,"O Parque da Cidade, que deveria ser um espaço de lazer maravilhoso na Gávea, tá abandonado pelo poder público. Mato altíssimo, brinquedos do parquinho enferrujados e quebrados, e lixo espalhado. meu marido voltando do trabalho foi lá com a família ontem de noite e ficou indignado com o descaso total com a nossa área verde. E pra piorar tudo, as calçadas tão todas quebradas, um perigo de queda pros idosos.",alto da gávea
